CRASH_DATE,CRASH_TIME,BOROUGH,ZIP_CODE,LATITUDE,LONGITUDE,LOCATION,ON_STREET_NAME,CROSS_STREET_NAME,OFF_STREET_NAME,INJURED_PERSONS,KILLED_PERSONS,INJURED_PEDESTRIANS,KILLED_PEDESTRIANS,INJURED_CYCLISTS,KILLED_CYCLISTS,INJURED_MOTORISTS,KILLED_MOTORISTS,CONTRIBUTING_FACTOR_VEHICLE_1,CONTRIBUTING_FACTOR_VEHICLE_2,CONTRIBUTING_FACTOR_VEHICLE_3,CONTRIBUTING_FACTOR_VEHICLE_4,CONTRIBUTING_FACTOR_VEHICLE_5,COLLISION_ID,VEHICLE_TYPE_1,VEHICLE_TYPE_2,VEHICLE_TYPE_3,VEHICLE_TYPE_4,VEHICLE_TYPE_5
08/15/2016,10:37,STATEN ISLAND,10308,40.551563,-74.1453,POINT (-74.1453 40.551563),AMBOY ROAD                      ,GREAVES AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3501409,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,
08/03/2016,17:26,MANHATTAN,10065,40.765358,-73.965904,POINT (-73.965904 40.765358),LEXINGTON AVENUE                ,EAST 64 STREET,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,3493903,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,TAXI,
08/10/2016,16:30,,,40.799,-73.952415,POINT (-73.952415 40.799),,,SAINT NICHOLAS AVENUE                   ,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,,,3498536,BICYCLE,PASSENGER VEHICLE,PASSENGER VEHICLE,BICYCLE,
08/15/2016,7:45,,,,,,MAIN STREET                     ,GRAND CENTRAL PARKWAY,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3501271,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,
08/10/2016,9:01,MANHATTAN,10001,40.75326,-74.00383,POINT (-74.00383 40.75326),WEST 30 STREET                  ,11 AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3497788,PASSENGER VEHICLE,MOTORCYCLE,MOTORCYCLE,PASSENGER VEHICLE,
08/01/2016,22:00,QUEENS,11435,40.6922,-73.809715,POINT (-73.809715 40.6922),LIBERTY AVENUE                  ,REMINGTON STREET,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Traffic Control Disregarded,,,,3493647,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
08/07/2016,18:00,BRONX,10452,40.844105,-73.923065,POINT (-73.923065 40.844105),GRANT HIGHWAY                   ,UNIVERSITY AVENUE,,1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3513876,BICYCLE,BICYCLE,,,
07/28/2016,22:30,MANHATTAN,10011,40.740566,-73.9945,POINT (-73.9945 40.740566),,,636       AVENUE OF THE AMERICAS        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3490977,PASSENGER VEHICLE,PICK-UP TRUCK,SPORT UTILITY / STATION WAGON,,
08/09/2016,16:56,,,40.844105,-73.898,POINT (-73.898 40.844105),CROSS BRONX EXPY                ,,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,3497197,LARGE COM VEH(6 OR MORE TIRES),PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
08/02/2016,11:27,BRONX,10474,40.81693,-73.88617,POINT (-73.88617 40.81693),BRYANT AVENUE                   ,LAFAYETTE AVENUE,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3493998,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
08/14/2016,1:20,MANHATTAN,10016,40.746063,-73.98628,POINT (-73.98628 40.746063),,,285       5 AVENUE                      ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3503842,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE
08/19/2016,0:00,MANHATTAN,10032,40.83876,-73.93967,POINT (-73.93967 40.83876),AUDUBON AVENUE                  ,WEST 165 STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3504396,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
08/17/2016,12:00,BROOKLYN,11236,40.651012,-73.91024,POINT (-73.91024 40.651012),DITMAS AVENUE                   ,EAST 96 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3506096,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,
02/22/2020,3:15,,,,,,HUTCHINSON RIVER PARKWAY        ,,,2,0,0,0,0,0,2,0,Alcohol Involvement,Unspecified,,,,4291727,Sedan,Sedan,,,
07/31/2016,2:00,MANHATTAN,10005,40.706142,-74.00603,POINT (-74.00603 40.706142),WATER STREET                    ,MAIDEN LANE,,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,,,,3490889,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,
08/12/2016,16:25,BROOKLYN,11231,40.682274,-73.99349,POINT (-73.99349 40.682274),SACKETT STREET                  ,SMITH STREET,,0,0,0,0,0,0,0,0,Animals Action,Unspecified,,,,3499218,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
08/04/2016,14:45,BRONX,10455,40.816765,-73.90073,POINT (-73.90073 40.816765),EAST 156 STREET                 ,DAWSON STREET,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3532829,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
07/28/2016,12:04,BROOKLYN,11229,,,,COYLE STREET                    ,AVENUE U,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3490124,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/14/2016,14:40,,,,,,DESARC ROAD                     ,CROSS BAY BOULEVARD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3500537,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,
08/01/2016,11:53,MANHATTAN,10001,40.753387,-73.99631,POINT (-73.99631 40.753387),9 AVENUE                        ,WEST 34 STREET,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3493222,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,
08/01/2016,17:00,BROOKLYN,11226,40.640045,-73.94745,POINT (-73.94745 40.640045),NEWKIRK AVENUE                  ,EAST 31 STREET,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3494137,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
08/14/2016,23:20,,,40.846504,-73.82629,POINT (-73.82629 40.846504),BRUCKNER EXPRESSWAY             ,,,0,0,0,0,0,0,0,0,Passenger Distraction,Unspecified,,,,3504565,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,
08/07/2016,23:50,,,40.75548,-73.74173,POINT (-73.74173 40.75548),LONG ISLAND EXPRESSWAY          ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3496129,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
08/15/2016,14:15,QUEENS,11694,40.582108,-73.837135,POINT (-73.837135 40.582108),,,115-12    BEACH CHANNEL DRIVE           ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3501915,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
08/08/2016,15:00,BROOKLYN,11237,40.70292,-73.91824,POINT (-73.91824 40.70292),,,318       STANHOPE STREET               ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3496604,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PICK-UP TRUCK,
08/14/2016,11:10,,,,,,QUEENS MIDTOWN TUNNEL           ,HORACE HARDING EXPRESSWAY,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3499718,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE
08/18/2016,16:33,,,40.769897,-73.91344,POINT (-73.91344 40.769897),ASTORIA BOULEVARD               ,36 STREET,,0,0,0,0,0,0,0,0,Brakes Defective,Unspecified,Unspecified,,,3503750,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE
08/09/2016,17:50,,,40.764267,-73.722946,POINT (-73.722946 40.764267),LONG ISLAND EXPRESSWAY          ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3497642,PASSENGER VEHICLE,PASSENGER VEHICLE,TAXI,TAXI,TAXI
08/04/2016,13:14,,,40.768684,-73.90562,POINT (-73.90562 40.768684),ASTORIA BOULEVARD               ,45 STREET,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3496894,PASSENGER VEHICLE,LARGE COM VEH(6 OR MORE TIRES),PASSENGER VEHICLE,,
08/10/2016,16:19,,,40.785923,-73.955124,POINT (-73.955124 40.785923),EAST 94 STREET                  ,,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,3497853,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
08/08/2016,20:15,MANHATTAN,10007,40.714283,-74.00847,POINT (-74.00847 40.714283),,,140       CHURCH STREET                 ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3496221,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/03/2016,10:45,,,40.75829,-73.83431,POINT (-73.83431 40.75829),COLLEGE POINT BOULEVARD         ,ROOSEVELT AVENUE,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3493725,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
08/10/2016,14:30,BROOKLYN,11232,40.665882,-73.99642,POINT (-73.99642 40.665882),3 AVENUE                        ,18 STREET,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3498750,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
07/29/2016,11:00,BRONX,10465,40.87831,-73.870155,POINT (-73.870155 40.87831),EAST GUN HILL ROAD              ,BRONX RIVER PARKWAY,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3492778,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
08/19/2016,8:20,BROOKLYN,11228,40.62258,-74.005066,POINT (-74.005066 40.62258),71 STREET                       ,13 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3503544,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
08/12/2016,18:23,,,40.631622,-74.01696,POINT (-74.01696 40.631622),7 AVENUE                        ,BAY RIDGE AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3499163,BICYCLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,BICYCLE,
08/12/2016,13:50,,,40.771477,-73.91824,POINT (-73.91824 40.771477),HOYT AVENUE NORTH               ,29 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3502072,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,
08/18/2016,8:00,QUEENS,11356,40.781677,-73.83871,POINT (-73.83871 40.781677),20 AVENUE                       ,130 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3503351,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/07/2016,19:30,QUEENS,11372,40.75585,-73.88259,POINT (-73.88259 40.75585),85 STREET                       ,NORTHERN BOULEVARD,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3497716,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,
08/05/2016,18:37,BROOKLYN,11229,40.599106,-73.94456,POINT (-73.94456 40.599106),GRAVESEND NECK ROAD             ,EAST 27 STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3495034,BICYCLE,PASSENGER VEHICLE,BICYCLE,SPORT UTILITY / STATION WAGON,
08/11/2016,18:45,MANHATTAN,10022,40.757835,-73.96582,POINT (-73.96582 40.757835),,,305       EAST 55 STREET                ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3499082,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE
08/11/2016,11:30,,,,,,,,MADISON AVEAST 64 STREET                ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3498485,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,
08/06/2016,7:05,,,40.87031,-73.905,POINT (-73.905 40.87031),KINGSBRIDGE TERRACE             ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3496479,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
07/28/2016,16:15,MANHATTAN,10025,40.80469,-73.96204,POINT (-73.96204 40.80469),,,490       WEST 113 STREET               ,0,0,0,0,0,0,0,0,Unspecified,,,,,3495418,OTHER,,,,
08/11/2016,8:00,BRONX,10457,40.84947,-73.889244,POINT (-73.889244 40.84947),EAST 181 STREET                 ,BELMONT AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3498025,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE
08/06/2016,4:00,,,40.716713,-73.82782,POINT (-73.82782 40.716713),GRAND CENTRAL PKWY              ,,,1,0,0,0,0,0,1,0,Reaction to Uninvolved Vehicle,Unspecified,,,,3494734,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,
08/08/2016,16:10,,,40.752045,-73.78885,POINT (-73.78885 40.752045),192 STREET                      ,47 AVENUE,,2,0,0,0,0,0,2,0,Failure to Yield Right-of-Way,Unspecified,,,,3496858,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
07/28/2016,5:00,MANHATTAN,10030,40.816547,-73.94068,POINT (-73.94068 40.816547),,,139       WEST 138 STREET               ,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3491649,OTHER,OTHER,,,
08/06/2016,19:37,,,40.5977,-73.94814,POINT (-73.94814 40.5977),EAST 23 STREET                  ,,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3495629,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
08/08/2016,13:27,QUEENS,11378,40.726067,-73.9089,POINT (-73.9089 40.726067),MAURICE AVENUE                  ,59 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Backing Unsafely,,,,3498859,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,
08/16/2016,10:00,BROOKLYN,11207,40.67757,-73.88604,POINT (-73.88604 40.67757),ATLANTIC AVENUE                 ,ASHFORD STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3501150,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
08/11/2016,8:50,QUEENS,11367,40.741325,-73.828,POINT (-73.828 40.741325),138 STREET                      ,62 AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3498922,PASSENGER VEHICLE,VAN,SPORT UTILITY / STATION WAGON,,
07/28/2016,9:35,QUEENS,11423,40.71173,-73.758,POINT (-73.758 40.71173),,,99-14     202 STREET                    ,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,3490354,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/03/2016,4:10,BRONX,10457,40.847687,-73.889206,POINT (-73.889206 40.847687),,,2074      CROTONA AVENUE                ,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,3494039,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE
08/15/2016,6:48,BRONX,10460,40.83887,-73.87811,POINT (-73.87811 40.83887),EAST 177 STREET                 ,DEVOE AVENUE,,0,0,0,0,0,0,0,0,Turning Improperly,Turning Improperly,,,,3500156,PASSENGER VEHICLE,LARGE COM VEH(6 OR MORE TIRES),SPORT UTILITY / STATION WAGON,,
08/19/2016,16:20,MANHATTAN,10013,40.71787,-73.997116,POINT (-73.997116 40.71787),HESTER STREET                   ,MOTT STREET,,0,0,0,0,0,0,0,0,Oversized Vehicle,Unspecified,,,,3506612,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,
07/30/2016,4:40,BROOKLYN,11207,40.677357,-73.88687,POINT (-73.88687 40.677357),ATLANTIC AVENUE                 ,WARWICK STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3492195,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
08/16/2016,14:27,,,40.79536,-73.96942,POINT (-73.96942 40.79536),WEST 98 STREET                  ,,,0,0,0,0,0,0,0,0,Driver Inexperience,Driver Inexperience,,,,3502904,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES) ,PASSENGER VEHICLE,,
08/17/2016,13:27,,,40.769794,-73.96479,POINT (-73.96479 40.769794),,,EAST 70 STREET                          ,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3502237,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,
08/05/2016,12:40,,,40.781265,-73.97599,POINT (-73.97599 40.781265),WEST 78 STREET                  ,,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3494932,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,
07/29/2016,16:45,,,40.62457,-74.1366,POINT (-74.1366 40.62457),,,1457      FOREST AVENUE                 ,1,0,0,0,0,0,1,0,Unspecified,,,,,3490842,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
07/07/2018,15:30,,,,,,GRAND CENTRAL PKWY              ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3936499,Sedan,Sedan,,,
08/18/2016,15:00,,,40.751484,-73.99769,POINT (-73.99769 40.751484),9 AVENUE                        ,,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3503839,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,
08/14/2016,21:09,MANHATTAN,10014,40.728436,-74.00346,POINT (-74.00346 40.728436),,,180       WEST HOUSTON STREET           ,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3499836,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE
08/18/2016,15:15,MANHATTAN,10036,40.762184,-73.993614,POINT (-73.993614 40.762184),WEST 46 STREET                  ,10 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3504254,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
08/16/2016,15:00,,,40.879055,-73.87439,POINT (-73.87439 40.879055),EAST GUN HILL ROAD              ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3503041,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
08/17/2016,22:17,BROOKLYN,11203,40.658142,-73.933716,POINT (-73.933716 40.658142),,,785       WINTHROP STREET               ,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3505398,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,
08/15/2016,15:21,QUEENS,11368,40.744934,-73.86792,POINT (-73.86792 40.744934),JUNCTION BOULEVARD              ,44 AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3501331,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE
08/16/2016,14:00,MANHATTAN,10016,40.747295,-73.97405,POINT (-73.97405 40.747295),EAST 38 STREET                  ,2 AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3501493,PASSENGER VEHICLE,VAN,PASSENGER VEHICLE,,
08/01/2016,13:00,BROOKLYN,11213,40.665478,-73.93618,POINT (-73.93618 40.665478),,,656       CROWN STREET                  ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3492887,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,
07/31/2016,16:50,,,40.72387,-73.985146,POINT (-73.985146 40.72387),AVENUE A                        ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3491418,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
07/29/2016,12:55,MANHATTAN,10033,40.848682,-73.939224,POINT (-73.939224 40.848682),WEST 178 STREET                 ,FORT WASHINGTON AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3491677,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/17/2016,11:17,MANHATTAN,10035,40.806293,-73.93603,POINT (-73.93603 40.806293),EAST 128 STREET                 ,LEXINGTON AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3502265,PASSENGER VEHICLE,PASSENGER VEHICLE,PICK-UP TRUCK,PASSENGER VEHICLE,PICK-UP TRUCK
08/04/2016,17:53,QUEENS,11414,40.66507,-73.83723,POINT (-73.83723 40.66507),,,155-34    HURON STREET                  ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3532648,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
07/29/2016,14:30,QUEENS,11001,40.72739,-73.70977,POINT (-73.70977 40.72739),,,255-037   JAMAICA AVENUE                ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3490720,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON
08/06/2016,19:50,BRONX,10454,40.804695,-73.92239,POINT (-73.92239 40.804695),BROWN PLACE                     ,BRUCKNER BOULEVARD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3495490,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/17/2016,13:50,MANHATTAN,10038,40.712357,-74.0009,POINT (-74.0009 40.712357),,,1         POLICE PLAZA                  ,0,0,0,0,0,0,0,0,Backing Unsafely,,,,,3502177,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/10/2016,19:05,MANHATTAN,10017,40.750492,-73.97172,POINT (-73.97172 40.750492),2 AVENUE                        ,EAST 43 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3497823,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
08/07/2016,21:00,,,40.73447,-73.86316,POINT (-73.86316 40.73447),LONG ISLAND EXPRESSWAY          ,,,0,0,0,0,0,0,0,0,Following Too Closely,Driver Inattention/Distraction,Unspecified,,,3496112,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE
08/16/2016,15:38,,,,,,,,YORK AVENUEAST 61 STREET                ,0,0,0,0,0,0,0,0,Driver Inexperience,Driver Inexperience,,,,3501513,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,
08/03/2016,14:58,,,40.834114,-73.86327,POINT (-73.86327 40.834114),CROSS BRONX EXPY                ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3493353,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON
08/06/2016,13:15,,,40.739063,-73.81516,POINT (-73.81516 40.739063),HORACE HARDING EXPRESSWAY       ,KISSENA BOULEVARD,,0,0,0,0,0,0,0,0,Backing Unsafely,Following Too Closely,,,,3494710,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,
08/11/2016,16:00,,,,,,CRANFORD AVENUE                 ,HITCHCOCK STREET,,1,0,0,0,0,0,1,0,Steering Failure,Unspecified,,,,3499384,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
08/19/2016,13:15,,,40.696415,-73.94011,POINT (-73.94011 40.696415),MYRTLE AVENUE                   ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3503222,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,
08/10/2016,0:00,BROOKLYN,11201,40.695892,-73.99555,POINT (-73.99555 40.695892),PIERREPONT STREET               ,HICKS STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3498812,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,
08/12/2016,11:47,BRONX,10461,40.855034,-73.85625,POINT (-73.85625 40.855034),LYDIG AVENUE                    ,TOMLINSON AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3500159,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
07/31/2016,14:35,STATEN ISLAND,10308,40.56146,-74.16097,POINT (-74.16097 40.56146),ARTHUR KILL ROAD                ,ABINGDON AVENUE,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,3492597,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON
07/28/2016,21:00,BRONX,10466,40.890106,-73.85464,POINT (-73.85464 40.890106),,,829       EAST 230 STREET               ,0,0,0,0,0,0,0,0,View Obstructed/Limited,Unspecified,,,,3491831,PASSENGER VEHICLE,OTHER,PASSENGER VEHICLE,,
